description	enabled	ladder	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Coupon Reroll	1			100	16	203	99		4	rnd	"cpn3,qty=2"	cpn2					20e	99																																																																																						0
Coupon Reroll	1			100	16	203	104		4	rnd	"cpn3,qty=2"	cpn2					21e	99																																																																																						0
Coupon Reroll	1			100	16	203	109		4	rnd	"cpn3,qty=2"	cpn2					22e	99																																																																																						0
Coupon Reroll	1			100	16	203	114		4	rnd	"cpn3,qty=2"	cpn2					24e	99																																																																																						0
Coupon Reroll	1			100	16	203	119		4	rnd	"cpn3,qty=2"	cpn2					25e	99																																																																																						0
Coupon Reroll	1			100	16	203	124		4	rnd	"cpn3,qty=2"	cpn2					26e	99																																																																																						0
Coupon Reroll	1			100	16	203	129		4	rnd	"cpn3,qty=2"	cpn2					27e	99																																																																																						0
Coupon Reroll	1			100	16	203	134		4	rnd	"cpn3,qty=2"	cpn2					28e	99																																																																																						0
Coupon Reroll	1			100	16	203	139		4	rnd	"cpn3,qty=2"	cpn2					29e	99																																																																																						0
Coupon Reroll	1			100	16	203	144		4	rnd	"cpn3,qty=2"	cpn2					31e	99																																																																																						0
Coupon Reroll	1			100	16	203	149		4	rnd	"cpn3,qty=2"	cpn2					32e	99																																																																																						0
Coupon Reroll	1			100	16	203	154		4	rnd	"cpn3,qty=2"	cpn2					33e	99																																																																																						0
Coupon Reroll	1			100	16	203	159		4	rnd	"cpn3,qty=2"	cpn2					34e	99																																																																																						0
Coupon Reroll	1			100	16	203	164		4	rnd	"cpn3,qty=2"	cpn2					35e	99																																																																																						0
Coupon Reroll	1			100	16	203	169		4	rnd	"cpn3,qty=2"	cpn2					36e	99																																																																																						0
Coupon Reroll	1			100	16	203	174		4	rnd	"cpn3,qty=2"	cpn2					37e	99																																																																																						0
Coupon Reroll	1			100	16	203	179		4	rnd	"cpn3,qty=2"	cpn2					38e	99																																																																																						0
Coupon Reroll	1			100	16	203	184		4	rnd	"cpn3,qty=2"	cpn2					01h	99																																																																																						0
Coupon Reroll	1			100	16	203	189		4	rnd	"cpn3,qty=2"	cpn2					02k	99																																																																																						0
Coupon Reroll	1			100	16	203	194		4	rnd	"cpn3,qty=2"	cpn2					03h	99																																																																																						0
Coupon Reroll	1			100	16	203	199		4	rnd	"cpn3,qty=2"	cpn2					04h	99																																																																																						0
Coupon Reroll	1			100	16	203	204		4	rnd	"cpn3,qty=2"	cpn2					05h	99																																																																																						0
Coupon Reroll	1			100	16	203	209		4	rnd	"cpn3,qty=2"	cpn2					06h	99																																																																																						0
Coupon Reroll	1			100	16	203	214		4	rnd	"cpn3,qty=2"	cpn2					07h	99																																																																																						0
Coupon Reroll	1			100	16	203	219		4	rnd	"cpn3,qty=2"	cpn2					08h	99																																																																																						0
Coupon Reroll	1			100	16	203	224		4	rnd	"cpn3,qty=2"	cpn2					09h	99																																																																																						0
Coupon Reroll	1			100	16	203	229		4	rnd	"cpn3,qty=2"	cpn2					10h	99																																																																																						0
Coupon Reroll	1			100	16	203	234		4	rnd	"cpn3,qty=2"	cpn2					11h	99																																																																																						0
Coupon Reroll	1			100	16	203	239		4	rnd	"cpn3,qty=2"	cpn2					12k	99																																																																																						0
Coupon Reroll	1			100	16	203	244		4	rnd	"cpn3,qty=2"	cpn2					13h	99																																																																																						0
Coupon Reroll	1			100	16	203	249		4	rnd	"cpn3,qty=2"	cpn2					14h	99																																																																																						0
Coupon Reroll	1			100	16	203	254		4	rnd	"cpn3,qty=2"	cpn2					15h	99																																																																																						0
Coupon Reroll	1			100	16	203	259		4	rnd	"cpn3,qty=2"	cpn2					16h	99																																																																																						0
Coupon Reroll	1			100	16	203	264		4	rnd	"cpn3,qty=2"	cpn2					17h	99																																																																																						0
Coupon Reroll	1			100	16	203	269		4	rnd	"cpn3,qty=2"	cpn2					18h	99																																																																																						0
Coupon Reroll	1			100	16	203	274		4	rnd	"cpn3,qty=2"	cpn2					19h	99																																																																																						0
