index	*ID	version	enabled	firstLadderSeason	lastLadderSeason	rarity	nolimit	lvl	lvl req	code	*ItemName	carry1	cost mult	cost add	chrtransform	invtransform	flippyfile	invfile	dropsound	dropsfxframe	usesound	prop1	par1	min1	max1	prop2	par2	min2	max2	prop3	par3	min3	max3	prop4	par4	min4	max4	prop5	par5	min5	max5	prop6	par6	min6	max6	prop7	par7	min7	max7	prop8	par8	min8	max8	prop9	par9	min9	max9	prop10	par10	min10	max10	prop11	par11	min11	max11	prop12	par12	min12	max12	diablocloneweight	*eol
Slight of Hand	377	100	1			1	1	82	68	7qr	Scissors Suwayyah		13	45000	blac	blac						tinkerflag2		25	35	ass		1	2	dmg/lvl	10			swing2		30	30	skilltab	18	2	4	mana		100	200	regen-mana		50	100	kill-skill	Lower Resist	20	36	ease		-75	-75	hit-skill	Royal Strike	5	60										0
Muramasa Sword	378	100	1			1	1	84	80	0nn	Katana		13	45000	blac	blac						tinkerflag2		25	35	allskills		1	1	dmg%		200	300	dmg%/lvl	16			swing2		50	50	ignore-ac		1	1	dex		30	50	skill	Cobra Strike	10	20	sock		2	3	dexpercent		10	20										0
Larzuk's Aim	379	0	1			1	1	24	20	bts	Tribal Spear		8	20000	dyel	dyel						tinkerflag2		25	35	rep-quant	33			pierce		33	33	bar		1	1	dmg%		100	150	dmg/lvl	8			swing2		20	20	att		100	150	deadly		30	30	skill	Throwing Mastery	1	4										0
Malah's Aid	380	0	1			1	1	48	40	9xb	Highland Javelin		10	30000	oran	oran						tinkerflag2		25	35	rep-quant	33			pierce		66	66	bar		2	2	dmg-mag		300	400	swing2		40	40	hp/lvl	16			regen		250	250	res-all		30	30	hit-skill	Poison Mastery	5	26	skill	Grim Ward	10	20	ac%		25	50		0
Rising Sun	381	0	1			1	1	72	64	0xb	Mountain Clan Spear		13	45000	cred	cred						tinkerflag2		25	35	rep-quant	33			pierce		100	100	dmg-fire		500	1000	swing3		60	60	skilltab	12	3	3	kill-skill	Rain of Fire	17	60	oskill	Fire Mastery	1	1	pierce-fire		20	30	skill	Throwing Mastery	3	7	nofreeze		1	1	oskill	Fanatic Swing	5	10		0
Woodfist's Arm	382	100	1			1	1	5	10	shc	Oak Branch		6	10000	dgry	dgry						tinkerflag2		25	35	skilltab	17	1	2	move3		25	25	crush		25	25	deadly		25	25	skill	Elemental Form	2	4	enepercent		10	20	vit		20	30	mana		50	75														0
Rakanishu's Staff	383	100	1			1	1	30	25	9sh	Shaman Wand		9	25000	blac	blac						tinkerflag2		25	35	dru		2	2	skill	Volcano	5	7	cast2		30	30	pierce-fire		20	30	pierce-cold		10	20	kill-skill	Cataclysm	5	40	gethit-skill	Monsoon	5	40																		0
Spirit of the Forest	384	100	1			1	1	55	55	0sh	Shillelagh		11	35000	oran			invshc				tinkerflag2		25	35	passive-summ-life		20	40	oskill	Summon Skeleton King	1	1	oskill	Skeleton Mastery	10	20	allskills		1	4	red-dmg%		10	10	res-all		20	40	cast2		50	50	mana%		25	25	regen-mana		30	60	aura	Prayer	4	7	extra-summ		10	20		0
Jugalator	385	0	1			1	1	33	26	nrd	Ritualistic Dagger		9	25000	cblu	cblu						tinkerflag2		25	35	nec		1	1	dmg/lvl	14			dmg-min		9	9	pierce-pois		10	15	lifesteal		33	33	rip		1	1	indestruct		1	1	sock		1	1	extra-pois		5	10										0
Master of Puppets	386	0	1			1	1	10	19	nsy	Wretched Scythe		7	15000	dgry	dgry						tinkerflag2		25	35	nec		2	2	dmg%		150	180	skilltab	8	2	4	dmg-und/lvl	28			mana		40	80	mana/lvl	16			ac		150	150	skill	Raise Skeleton	2	4	skill	Summon Skeleton King	2	4	skill	Raise Skeletal Mage	2	4						0
The Touch of Death	387	0	1			1	1	37	29	syn	Dread Scythe		9	25000	lpur	lpur						tinkerflag2		25	35	nec		2	2	dmg%		80	120	dmg/lvl	8			crush		33	33	cast3		30	30	mana%		25	25	skilltab	6	4	7	hit-skill	Poison Dagger	10	17	swing2		30	30										0
Jr Eyes	388	0	1			1	1	60	50	9rd	Sacrificial Dagger		12	40000	dgry	dgry						tinkerflag2		25	35	nec		2	2	dmg%		300	400	att%		200	200	dmg-undead		200	200	dmg-demon		200	200	sock		2	2	regen-mana		50	50	regen		20	20	indestruct		1	1	hit-skill	Stun	4	20						0
Blade of the Reaper	389	0	1			1	1	35	42	9ns	Dire Scythe		9	25000	blac	blac						tinkerflag2		25	35	nec		3	4	dmg%		120	160	dmg/lvl	20			crush		50	50	ignore-ac		1	1	manasteal		25	25	heal-kill		100	100	light		-4	-4	red-dmg%		30	30	deadly		50	50						0
Death's Scythe	390	0	1			1	1	52	45	9sy	Doom Blade		11	35000	blac	blac						tinkerflag2		25	35	nec		1	3	dmg-mag		400	600	skilltab	7	1	3	swing2		50	50	crush		66	66	extra-mag2		20	30	kill-skill	Hells Gate	20	40	skill	Poison Mastery	5	12	hp		400	400										0
The Last Rites	391	0	1			1	1	78	74	0rd	Ceremonial Dagger		13	45000	cblu	cblu						tinkerflag2		25	35	nec		3	3	dmg%		333	333	swing3		33	33	hp%		33	33	deadly		33	33	crush		33	33	lifesteal		33	33	att%		33	33	kill-skill	Shade Armor	33	33	dmg-norm		33	33	hit-skill	Corpse Explosion	3	33		0
Bone Reaver	392	0	1			1	1	60	61	0ns	Soul Scythe		12	40000	whit	whit						tinkerflag2		25	35	nec		4	4	dmg-mag		900	1000	swing2		50	50	skilltab	7	3	6	hit-skill	Bone Wall	5	30	dmg-und/lvl	64			hit-skill	Teeth	5	60	indestruct		1	1	skill	Bone Armor	30	30	red-dmg		10	30						0
Blade of Corruption	393	0	1			1	1	75	71	0sy	Soul Destroyer		13	45000	blac	blac						tinkerflag2		25	35	nec		4	4	dmg%		300	350	deadly		75	75	cast3		50	50	hp%		50	50	heal-kill		200	200	oskill	Dodge	13	13	slow		75	75	dmg%/lvl	32			res-all-max		5	5						0
Sunblade	394	0	1			1	1	36	27	pbe	Blessed Edge		9	25000	oran	oran						tinkerflag2		25	35	pal		1	1	dmg%		100	200	aura	Holy Fire	5	15	dmg-fire/lvl	40			dmg-fire		100	200	gethit-skill	Nova	25	30	light		15	20	sock		2	2														0
Excalibur	395	0	1			1	1	62	55	9be	Divine Blade		12	40000	lyel	lyel						tinkerflag2		25	35	pal		1	1	allskills		2	2	dmg%		200	250	deadly		50	50	crush		50	50	ignore-ac		1	1	freeze		2	2	str		30	40	strpercent		30	40	ease		150	150	kill-skill	Stun	15	30		0
Holy Avenger	396	0	1			1	1	84	76	0be	Celestial Blade		13	45000	bwht	bwht						tinkerflag2		25	35	pal		3	3	dmg%		250	300	dmg/lvl	12			swing2		40	40	dmg-undead		700	800	dmg-demon		700	800	skill	Aura of Divinity	5	10	light		25	25	oskill	Poison Mastery	1	15										0
Xiao Ji Ji	397	100	1			1	1	3	7	ob1	Eagle Orb		6	10000	oran	oran						tinkerflag2		25	35	sor		1	1	hp		50	50	mana		50	50	move1		15	15	cast2		15	15																										0
Cruel Heart	398	100	1			1	1	8	10	ob2	Sacred Globe		6	10000	dred	dred						tinkerflag2		25	35	skilltab	3	1	2	skilltab	4	1	2	skilltab	5	1	2	cast1		20	20	vit		15	15	dex		15	15	mana-kill		3	5	ac/lvl	16			skill	Warmth	3	6	sock		1	1						0
Hell's Torment	399	100	1			1	1	16	16	ob3	Smoked Sphere		7	15000	cred	cred						tinkerflag2		25	35	skilltab	5	2	2	cast1		20	20	red-dmg%		5	15	hp		30	50	mana		10	20	skill	Glacial Spike	1	5	gethit-skill	Frost Nova	25	5	regen-mana		25	50														0
Drannor's Claw	400	100	1			1	1	20	19	ob4	Clasped Orb		8	20000	dgry	dgry						tinkerflag2		25	35	dmg%		300	500	swing3		40	80	dmg-mag		30	30	manasteal		33	33	mana-kill		4	8	skill	Enchant	4	4	indestruct		1	1	fireskill		1	1	lifesteal		4	8										0
Orb of the Red Dragon	401	100	1			1	1	24	22	ob5	Dragon Stone		8	20000	cred	cred						tinkerflag2		25	35	fireskill		2	2	skill	Fire Ball	3	3	skill	Fire Wall	3	3	gethit-skill	Nova	20	6	abs-fire%		1	3	hp		50	100	extra-fire		10	15	red-dmg		5	10														0
Infinite Thought	402	0	1			1	1	37	31	mnb	Mana Blade		9	25000	cblu	cblu						tinkerflag2		25	35	sor		1	1	dmg%		100	500	manasteal		25	25	mana-kill		6	12	mana		50	100	regen-mana		80	80	enepercent		10	20	hit-skill	Time Stop	1	20	kill-skill	Chain Lightning	20	25										0
Azimuth's Regard	403	100	1			1	1	28	30	ob6	Glowing Orb		8	20000	dyel	dyel						tinkerflag2		25	35	sor		2	2	mana/lvl	12			regen		100	100	regen-mana		30	45	red-dmg%		10	10	red-mag		10	15	res-all		20	30	oskill	Bone Armor	10	20	sock		2	2										0
Apocalypse Stone	404	100	1			1	1	36	34	ob7	Crystalline Globe		9	25000	dred	dred						tinkerflag2		25	35	sor		1	1	skilltab	3	2	3	cast3		40	40	mana%		20	20	dmg-to-mana		100	100	mana-kill		15	25	kill-skill	Rain of Fire	10	25	pierce-fire		10	15														0
Magica Strife	405	100	1			1	1	45	33	ob8	Cloudy Sphere		10	30000	lblu	lblu						tinkerflag2		25	35	sor		3	3	cast1		50	50	mana%		40	40	mana/lvl	16			enr		20	30	regen		-150	-150	enepercent		10	30	heal-kill		20	40														0
Auraura's Jewel	406	100	1			1	1	50	40	ob9	Sparkling Ball		11	35000	bwht	bwht						tinkerflag2		25	35	sor		1	1	skilltab	4	2	4	skill	Lightning Mastery	1	10	pierce-ltng		10	20	cast1		20	20	res-all		25	25	mana-kill		10	20	mana		30	90	gethit-skill	Time Stop	25	40										0
The Oculus	407	100	1			1	1	50	42	oba	Swirling Crystal		11	35000	dblu	dblu						tinkerflag2		25	35	allskills		3	3	cast2		40	40	res-all		20	20	ac%		30	30	vit		10	30	enr		10	30	mana-kill		10	20	mag%		100	200	gethit-skill	Teleport	25	1										0
The Secret of Mana	408	0	1			1	1	62	52	9mn	Energy Blade		12	40000	cblu	cblu						tinkerflag2		25	35	sor		1	1	dmg%		100	150	dmg%/lvl	20			dmg-to-mana		500	500	regen-mana		25	50	mana		50	100	mana%		30	30	mana/lvl	12			skill	Energy Shield	20	20	swing2		40	40	dmg-norm	10	30			0
Orb of the Horadrim	409	100	1			1	1	53	55	obb	Heavenly Stone		11	35000	oran	oran						tinkerflag2		25	35	sor		1	1	enr		20	20	vit		20	20	skill	Warmth	1	3	skill	Fire Mastery	1	3	skill	Lightning Mastery	1	3	skill	370	1	3	aura	Aura of Divinity	2	6	light		5	20										0
Wrath of Asmodeus	410	100	1			1	1	61	57	obc	Eldritch Orb		12	40000	dred	dred						tinkerflag2		25	35	allskills		2	2	skilltab	3	2	2	cast3		30	30	skill	Fire Mastery	1	3	abs-fire%		1	5	res-fire		30	50	pierce-fire		20	30	kill-skill	Nova	25	50	res-ltng		30	50										0
Heart of the Succubi	411	100	1			1	1	70	61	obd	Demon Heart		13	45000	blac	blac						tinkerflag2		25	35	allskills		2	4	oskill	Fade	1	10	cast1		20	20	move3		30	30	balance1		50	50	enr/lvl	8			enepercent		10	30	red-dmg%		10	30														0
Baal's Eye	412	100	1			1	1	79	66	obe	Vortex Orb		13	45000	blac	blac						tinkerflag2		25	35	sor		3	3	oskill	Lower Resist	16	16	kill-skill	Nova	25	50	res-all		20	30	cast2		30	30	pierce-fire		15	20	pierce-cold		15	20																		0
Spacial Distortion	413	100	1			1	1	84	70	obf	Dimensional Shard		13	45000	bwht	bwht						tinkerflag2		25	35	allskills		1	1	sor		3	3	mana%		50	50	cast3		50	50	oskill	Shadow Master	30	30	pierce-ltng		15	30	extra-ltng		15	30	oskill	Wake of Fire Sentry	30	30														0
Blade of the Fallen Angel	414	0	1			1	1	84	71	0mn	Magic Blade		13	45000	blac	blac						tinkerflag2		25	35	allskills		2	2	swing3		50	50	hit-skill	Nova	5	50	hit-skill	Fire Wall	5	50	hit-skill	Chain Lightning	5	50	hit-skill	Blizzard	5	50	ac		500	500	light		-10	-10	extra-fire		5	50	extra-cold		5	50	extra-ltng		5	50		0
Cap of the Raven	415	0	1			1	1	4	4	cap	Cap		6	10000	dpur	dpur		invcapu				tinkerflag2		25	35	dmg-min		5	5	att		25	45	mana		10	10	hp		10	10	dmg/lvl	4			skilltab	15	2	2	hp/lvl	8			skill	Raven	1	5														0
Warriors Coif	416	0	1			1	1	20	15	skp	Skull Cap		8	20000	oran	oran						tinkerflag2		25	35	ac		15	15	balance3		20	20	str/lvl	5			thorns/lvl	80			ac/lvl	8			res-all		10	20	swing1		20	30	thorns		100	200														0
Obsidian Helm	417	0	1			1	1	19	14	hlm	Helm		7	15000	whit	whit		invhlmu				tinkerflag2		25	35	ac		100	100	res-all		20	40	res-all-max		1	3	hp		50	50	hp/lvl	8																												0
Sparhawk's Spirit	418	0	1			1	1	34	21	eht	Spirit Crown		9	25000	whit	whit						tinkerflag2		25	35	lifesteal		7	15	manasteal		15	15	ease		-100	-100	aura	Redemption	1	1	allskills		1	1	pierce		20	50	dex/lvl	8			dmg-norm		10	20														0
The Wanderer's Guard	419	0	1			1	1	23	17	fhl	Full Helm		8	20000	blac	blac		invfhlu				tinkerflag2		25	35	light		-3	-3	res-all		15	15	red-dmg		5	10	red-mag		5	10	dmg-max		30	30	move2		20	30																						0
Fearful Bane	420	0	1			1	1	27	20	msk	Mask		8	20000	lblu	lblu						tinkerflag2		25	35	res-cold		30	30	res-ltng		30	30	cast3		30	30	light		5	15	ac%		50	100	ac/lvl	8			mana-kill		10	20	res-fire		30	30	heal-kill		10	20										0
Albrieght's Bonemask	421	0	1			1	1	28	21	bhm	Bone Helm		8	20000	lgrn	lgrn		invbhmu				tinkerflag2		25	35	allskills		1	1	mana		25	50	dmg-to-mana		30	30	regen		50	100	mana/lvl	8			res-cold/lvl	4																								0
Raging Wolf	422	0	1			1	1	34	27	ghm	Great Helm		9	25000	dgry	dgry						tinkerflag2		25	35	ac%		60	90	allskills		1	1	light		3	3	red-mag		10	15	skill	Summon Spirit Wolf	3	3	skill	Twin Fangs	3	3	red-dmg		5	10	hp/lvl	4																0
Leoric's Rule	423	0	1			1	1	39	29	crn	Crown		9	25000	blac	blac						tinkerflag2		25	35	ac		50	100	extra-summ		10	20	res-all		15	25	enr		10	20	hp/lvl	20			res-pois		15	30	skill	Summon Skeleton King	3	6																		0
Crown of the Mountain King	424	0	1			1	1	36	31	dwc	Dwarven Crown		9	25000	blac	blac						tinkerflag2		25	35	ac%		50	90	str		10	10	light		1	4	swing2		15	15	sock		2	2	indestruct		1	1	allskills		1	1	dmg-max		25	30	gold%		30	30										0
Cap of the Blessed	425	0	1			1	1	36	28	xap	War Hat		9	25000	whit	whit						tinkerflag2		25	35	allskills		1	1	res-all		10	20	str		5	15	dex		5	15	vit		5	15	enr		5	15	nofreeze		1	1	strpercent		5	15	dexpercent		5	15	vitpercent		5	15	enepercent		5	15		0
Knowledge	426	0	1			1	1	39	31	xkp	Sallet		9	25000	lblu	lblu		invxkpu				tinkerflag2		25	35	allskills		2	2	pierce-fire		5	15	pierce-cold		5	15	pierce-ltng		5	15	light		3	5	regen-mana		10	25	enr		15	30	enepercent		10	20														0
The Eagle Helm	427	0	1			1	1	43	35	xlm	Casque		10	30000	dyel	dyel		invhlmu				tinkerflag2		25	35	ac%		50	100	hp%		10	20	swing3		30	30	att%		50	100	ignore-ac		1	1	pierce		30	30	dex/lvl	4			hit-skill	Inner Sight	5	10														0
Spirit of Life	428	0	1			1	1	64	58	xht	Ethereal Crown		12	40000	cred	cred		inveht				tinkerflag2		25	35	hp%		10	10	vitpercent		10	20	hp		200	200	regen		150	200	sock		2	2	oskill	Spirit of Nature	10	20	allskills		1	1	passive-summ-life		20	40														0
Veil of Steel	429	0	1			1	1	46	38	xhl	Basinet		10	30000	blac			invgotterdamerung				tinkerflag2		25	35	ac%		100	150	strpercent		10	30	hp		50	100	res-all		50	50	light		-2	-2																										0
Burial Mask of Marduuk	430	0	1			1	1	49	41	xsk	Death Mask		10	30000	lgld	lgld						tinkerflag2		25	35	allskills		2	2	manasteal		5	10	deadly/lvl	4			nofreeze		1	1	freeze		1	1	dmg-cold	200	150	200	gethit-skill	Bone Armor	25	30	lifesteal		5	10														0
The Borgov's Skull	431	0	1			1	1	49	41	xh9	Grim Helm		10	30000	dgry	dgry		invbhmu				tinkerflag2		25	35	allskills		1	1	pierce-ltng		10	15	cast1		20	20	hp		111	111	dmg-undead		100	200	att-undead		100	200	att/lvl	10			hit-skill	Static Field	5	15	kill-skill	Hydra	25	40	res-ltng		40	60						0
Gotterdammerung	432	0	1			1	1	52	44	xhm	Winged Helm		11	35000	blac			invgotterdamerung				tinkerflag2		25	35	ac%		250	300	all-stats		15	30	crush		30	30	balance2		30	30	deadly		30	30	strpercent		5	10	dexpercent		5	10	vitpercent		5	10	enepercent		5	10										0
Royal Circlet	433	0	1			1	1	57	49	xrn	Grand Crown		11	35000	dgld	dgld						tinkerflag2		25	35	ac%		90	150	ease		-40	-40	red-dmg%		15	20	hp/lvl	8			mana/lvl	8			enr		30	30	cast2		30	30	light		10	15	extra-mag2		20	25	kill-skill	Poison Mastery	25	26						0
Dwarven Spirits	434	0	1			1	1	55	48	xdw	Dwarven Helm		11	35000	dred	dred						tinkerflag2		25	35	ac%		50	200	skill	Summon Skeleton King	5	20	skill	SSummon Grizzly	5	20	skill	Summon Grizzly	5	20	extra-summ		10	20	passive-summ-phys-resist		5	10	allskills		1	1																		0
Servant's Leathers	435	0	1			1	1	69	58	yap	Hood		12	40000	dyel	dyel						tinkerflag2		25	35	strpercent		10	25	dexpercent		10	25	vitpercent		10	25	enepercent		10	25	res-all		30	40	ac		300	300	allskills		2	2	hp		100	100	mana		100	100										0
Beowulf's Mask	436	0	1			1	1	70	59	ykp	Fedora		13	45000	lyel	lyel		invbeoful				tinkerflag2		25	35	skilltab	9	1	5	att		200	200	swing1		30	30	ac%		80	120	dmg%		100	125	dmg/lvl	8			skilltab	12	1	5	skilltab	16	1	5	gethit-skill	Decrepify	20	30										0
Golem Shell	437	0	1			1	1	72	60	ylm	Guardian Helm		13	45000	oran	oran		invhlmu				tinkerflag2		25	35	ac%		125	150	red-dmg		20	30	red-mag		10	15	oskill	IronGolem	1	1	oskill	Clay Golem	40	40	oskill	Golem Mastery	25	25	oskill	Summon Resist	1	1																		0
Arthur's Crown	438	0	1			1	1	82	75	yht	Enchanted Crown		13	45000	whit	whit						tinkerflag2		25	35	mana-kill		20	40	heal-kill		40	80	dmg-norm		25	30	regen-mana		50	100	regen		50	100	aura	Prayer	10	20	ac		50	150	allskills		1	1	deadly/lvl	8			oskill	Teleport	1	1						0
Visor of the Tropics	439	0	1			1	1	73	61	yhl	Gladiator Helm		13	45000	cgrn	cgrn		invfhlu				tinkerflag2		25	35	allskills		1	1	oskill	Poison Mastery Passive	1	1	ac%		100	200	pierce		100	100	dmg-pois	250	1536	3072	pierce-pois		10	15	res-pois/lvl	8			red-dmg%		10	15	swing1		30	30	kill-skill	Poison Explosion	10	50						0
Diablo's Horns	440	0	1			1	1	77	65	ysk	Devil Mask		13	45000	cred	cred						tinkerflag2		25	35	allskills		1	1	slow		33	33	ac%		100	180	dmg-fire		400	600	kill-skill	Nova	10	50	kill-skill	Chain Lightning	10	50	move2		30	30	dmg-ltng		1	1000	extra-fire		15	40	extra-ltng		15	40						0
Death's Cowl	441	0	1			1	1	79	69	yh9	Demon Skull		13	45000	blac			invbhmu				tinkerflag2		25	35	allskills		2	2	swing2		40	40	enr		10	20	str		10	20	move2		20	20	red-mag		10	40	red-dmg		10	40	hit-skill	Decrepify	15	40	kill-skill	Corpse Explosion	10	50										0
Spirit of Genghis Khan	442	0	1			1	1	75	62	yhm	Tusk Helm		13	45000	oran	oran						tinkerflag2		25	35	crush		30	45	deadly		30	45	swing2		30	30	oskill	Berserk	1	10	skilltab	13	3	3	skilltab	20	3	3	oskill	Claw Mastery	3	3	dmg-min		50	100	skilltab	10	3	3	skilltab	16	3	3						0
Arreat's Faceplate	443	0	1			1	1	76	63	yrn	Royal Crown		13	45000	dblu	dblu						tinkerflag2		25	35	sock		2	2	abs-cold%		1	3	coldskill		1	3	nofreeze		1	1	freeze		2	2	ac%		75	150	red-dmg%		10	10	allskills		1	1	pierce-cold		10	15										0
Bruenor's Cranium	444	0	1			1	1	83	73	ydw	Dwarven Battle Helm		13	45000	blac			invbruenors				tinkerflag2		25	35	ac		200	300	move2		25	25	str		25	75	hp%		15	15	slow		20	20	dmg-undead		200	300	dmg-demon		200	300	sock		4	4	gold%		100	100	mag%		100	100	strpercent		10	20		0
The Rainbow Cloak	445	0	1			1	1	7	2	clk	Cloak		6	10000	lpur			invrainbowcloak				tinkerflag2		25	35	str		5	25	dex		5	25	vit		5	25	enr		5	25	sock		1	1	res-all		5	25	res-fire/lvl	4			res-ltng/lvl	4			res-cold/lvl	4			res-pois/lvl	4								0
Zuez Padding	446	0	1			1	1	9	7	qui	Quilted Armor		6	10000	dgry			invzuezpadding				tinkerflag2		25	35	ac		100	100	red-dmg		5	10	red-mag		5	10	ac/lvl	16			res-ltng		25	50	sock		2	3																						0
Gecko's Leather	447	0	1			1	1	16	12	lea	Leather Armor		7	15000	dred	dred						tinkerflag2		25	35	ac		24	24	cast1		20	20	res-fire		45	45	hp		25	50	hp/lvl	20			ac/lvl	16			gethit-skill	SNova	50	5	swing2		20	20														0
Ragegarb	448	0	1			1	1	19	14	hla	Hard Leather		7	15000	cred	cred						tinkerflag2		25	35	red-dmg		5	10	ac		100	100	swing2		20	20	stam		50	50	deadly/lvl	4			bar		1	1	ac/lvl	16			crush		10	30														0
Rathma's Protector	449	0	1			1	1	22	16	stu	Studded Leather		8	20000	lgrn	lgrn						tinkerflag2		25	35	ac		15	45	res-pois-len		50	50	res-pois		30	50	dex		20	20	str		20	20	ac/lvl	24			str/lvl	4			dex/lvl	4			vit		20	20	vit/lvl	4			move1		20	20		0
Mail of the Shadows	450	0	1			1	1	19	14	rng	Ring Mail		7	15000	dgrn	dgrn						tinkerflag2		25	35	ac%		50	75	light		-3	-3	extra-mag2		10	15	dmg-mag		50	75	ease		-20	-20	gethit-skill	Bone Armor	50	10	gethit-skill	Fade	10	5	red-mag		10	10	ac/lvl	8			sock		2	2						0
Fearless Garb	451	0	1			1	1	20	15	scl	Scale Mail		8	20000	cgrn	cgrn						tinkerflag2		25	35	ac%		30	60	res-all		20	30	res-cold		10	20	knock		1	1	hp%		15	20	red-dmg%		10	15	red-mag		10	15	nofreeze		1	1	mova2		30	30										0
Mail of the Sun	452	0	1			1	1	23	17	chn	Chain Mail		8	20000	lyel	lyel						tinkerflag2		25	35	ac		100	150	block		1	3	light		10	15	dmg-ltng		1	75	dmg-fire		25	50	res-ltng		30	50	res-fire		30	50	hit-skill	Chain Lightning	5	25	kill-skill	Pole Arm Mastery	4	13	ac/lvl	8								0
Rasputin's Chestplate	453	0	1			1	1	27	20	brs	Breast Plate		8	20000	dyel	dyel						tinkerflag2		25	35	res-all		30	40	strpercent		5	10	dexpercent		5	10	hp		10	50	mana		10	50	mag%		40	80	gold%		40	80	ac/lvl	32			mag%/lvl	8			gold%/lvl	8			vitpercent		5	10		0
Darkmage's Robe	454	0	1			1	1	36	26	rob	Robe		9	25000	blac	blac						tinkerflag2		25	35	cast2		20	20	regen-mana		50	100	red-mag		15	20	red-dmg		5	10	sor		2	2	enr/lvl	12			res-pois-len		75	75	half-freeze		1	1	ac		100	250										0
Krujoy's Mail	455	0	1			1	1	30	22	spl	Splint Mail		9	25000	lgld	lgld						tinkerflag2		25	35	res-cold		30	30	res-fire		30	30	thorns		500	1000	balance2		30	30	ac/lvl	32			allskills		1	1	cast2		30	30	swing2		30	30	block2		30	30	move2		30	30						0
Flashpoint Armor	456	0	1			1	1	35	26	plt	Plate Mail		9	25000	dgld	dgld						tinkerflag2		25	35	ac%		20	40	hp		25	45	freeze		2	3	stupidity		1	1	ac%/lvl	12			kill-skill	Time Stop	10	20	abs-ltng		20	20	abs-fire		20	20	regen		100	150										0
Ironlord's Plate	457	0	1			1	1	38	28	fld	Field Plate		9	25000	lpur			invfld				tinkerflag2		25	35	ac		50	100	str		20	20	hp		50	100	mana%		10	20	nofreeze		1	1	ac/lvl	16			aura	Holy Freeze	5	10	res-cold		30	40	pierce-cold		5	10										0
Plate of Spikes	458	0	1			1	1	39	29	gth	Gothic Plate		9	25000	dpur	dpur						tinkerflag2		25	35	ac%		125	175	res-all		20	30	thorns		400	600	red-dmg%		10	15	slow		15	25	thorns/lvl	160			aura	Thorns	5	15	gethit-skill	Arrow Hit Skill	25	13														0
Frozen Soulbearer	459	0	1			1	1	39	29	ltp	LightPlate		9	25000	cblu			invfrozensoulbearer				tinkerflag2		25	35	ac%		90	110	coldskill		2	4	mana%		10	30	oskill	Warmth	1	5	abs-fire		20	40	freeze		1	2	nofreeze		1	1	oskill	Chilling Armor	5	10														0
Spikes of the Rhyno	460	0	1			1	1	32	24	shl	Spiked Shoulder		7	15000	dgry	dgry						tinkerflag2		25	35	hit-skill	Arrow Hit Skill	5	10	crush/lvl	6			hp/lvl	16			res-all		10	20	dex		10	30																										0
Lightbringer's Revenge	461	0	1			1	1	38	28	ful	Full Plate Mail		9	25000	oran	oran						tinkerflag2		25	35	ac%		75	150	res-all		10	20	swing2		30	30	balance3		30	30	light		15	20	dmg-ltng		1	200	dmg-ltng/lvl	40			pierce-ltng		5	10	extra-mag2		5	15	allskills		1	1						0
Corrupted Sanctuary	462	0	1			1	1	37	30	elv	Elven Chain		9	25000	blac	blac						tinkerflag2		25	35	ease		100	100	res-all-max		3	5	abs-fire%		1	3	abs-cold%		1	3	abs-ltng%		1	3	res-all		20	40	dmg-norm		20	30	sock		1	3	gethit-skill	Time Stop	25	17										0
Steel of Legends	463	0	1			1	1	38	28	aar	Ancient Armor		9	25000	dblu	dblu						tinkerflag2		25	35	ac		40	90	allskills		1	3	balance1		30	30	str		20	20	dex		20	20	ac%/lvl	16			vit		20	20	lifesteal		5	7														0
Shroud of Azalin	464	0	1			1	1	49	41	xlk	Summoner's Cloak		10	30000	cblu			invazalin				tinkerflag2		25	35	allskills		1	2	all-stats		10	15	cast2		30	30	res-all		20	20	mana-kill		10	15	skilltab	18	1	3	skill	Shade Armor	5	5	gethit-skill	Bone Armor	20	40	kill-skill	STeeth	15	33	ac%		100	150						0
Robe of the White Mage	465	0	1			1	1	36	28	xui	Ghost Armor		9	25000	whit	whit		invqlt				tinkerflag2		25	35	ac%		80	130	ease		-100	-100	res-ltng		30	60	res-ltng-max		1	3	dmg-ltng		1	500	cast3		20	40	kill-skill	Mace Mastery	15	30	lightningskill		1	3	swing2		20	30	dmg-ltng/lvl	48			pierce-ltng		10	15		0
